x,y,is_exit,is_source,stands
-11164.82288,154512.54431,False,False,[1538]
-11426.70728,154457.38761,False,False,[1610]
-11442.34008,154497.40131,False,False,[1610]
-11741.65598,154773.30211,False,False,[1610]
-11263.98398,154570.25591,False,False,[1610]
-11247.03148,154429.93011,False,False,[1538]
-11561.53818,154575.51421,False,False,[1610]
-11267.22328,154469.75781,False,False,[1538]
-11635.58008,154657.84431,False,False,[1610]
-11150.04178,154412.53521,False,False,[1538]
-11302.91368,154189.03881,False,False,[1538]
-11424.85098,154629.52271,False,False,[1610]
-11335.95078,154599.88931,False,False,[1610]
-11187.78438,154555.48301,False,False,"[1538, 1610]"
-11225.75698,154132.26361,False,False,[1538]
-11331.47868,154417.08361,False,False,[1610]
-11595.64078,154606.92541,False,False,[1610]
-11348.46388,154349.08811,False,False,[1610]
-11349.44948,154555.11851,False,False,"[1538, 1610]"
-11318.49878,154483.17521,False,False,"[1538, 1610]"
-11414.32898,154328.06171,False,False,[1610]
-11147.37938,154276.78361,False,False,[1538]
-11292.30448,154250.85361,False,False,[1538]
-11478.41668,154528.28321,False,False,[1610]
-11276.50208,154304.53641,False,False,[1538]
-11252.18838,154380.96741,False,False,[1538]
-11237.85928,154537.47281,False,False,"[1538, 1610]"
-11147.17908,154181.79111,False,False,[1538]
-11300.94468,154541.64441,False,False,"[1538, 1610]"
-11283.15058,154133.52651,False,False,[1538]
-11541.26788,154650.68941,False,False,[1610]
-11417.19443,154357.99932,True,False,[1610]
-11424.93822,154438.9049,True,False,[1610]
