"Node1(x,y)","Node2(x,y)",edgelength,slope
"(-15028.5005, 150536.7229)","(-15043.5151, 150526.5179)",18.15434488379439,21.69905
"(-15043.5151, 150526.5179)","(-15093.6063, 150511.1163)",52.40551116056652,21.69905
"(-15093.6063, 150511.1163)","(-15120.1155, 150502.9657)",27.73391362573839,21.69905
"(-15120.1155, 150502.9657)","(-15132.745, 150499.4203)",13.117702977657418,21.69905
"(-15132.745, 150499.4203)","(-15129.9524, 150528.0016)",28.71740455628736,22.40765
"(-15129.9524, 150528.0016)","(-15113.4159, 150571.6579)",46.683277112261656,22.40765
"(-15113.4159, 150571.6579)","(-15114.7389, 150635.1581)",63.51398057940635,22.40765
"(-15114.7389, 150635.1581)","(-15117.3846, 150660.2936)",25.274356346704348,22.40765
"(-15117.3846, 150660.2936)","(-15123.9992, 150686.752)",27.27269447121384,22.40765
"(-15123.9992, 150686.752)","(-15162.3639, 150721.8093)",51.96984211423981,22.40765
"(-15162.3639, 150721.8093)","(-15174.2702, 150733.0541)",16.37698100170936,22.40765
"(-15174.2702, 150733.0541)","(-15167.607, 150759.8153)",27.578253383397715,22.40765
"(-15167.607, 150759.8153)","(-15142.269, 150774.933)",29.50523847200803,22.40765
"(-15142.269, 150774.933)","(-15071.6116, 150730.6728)",83.37525699390135,22.40765
"(-15071.6116, 150730.6728)","(-15022.3991, 150662.4103)",84.15247508244516,22.40765
"(-15022.3991, 150662.4103)","(-15033.5115, 150583.0351)",80.14928451830926,22.40765
"(-15033.5115, 150583.0351)","(-15028.5005, 150536.7229)",46.58250733742636,22.40765
"(-14868.1804, 150740.7878)","(-14903.4784, 150679.167)",71.01458861839988,18.7404
"(-14903.4784, 150679.167)","(-14931.8506, 150624.1459)",61.905598923265245,18.7404
"(-14931.8506, 150624.1459)","(-14985.2213, 150566.1389)",78.82413125110467,18.7404
"(-14985.2213, 150566.1389)","(-15028.5005, 150536.7229)",52.32963031247137,18.7404
"(-15028.5005, 150536.7229)","(-15033.5115, 150583.0351)",27.554350110280293,19.449
"(-15033.5115, 150583.0351)","(-15022.3991, 150662.4103)",20.001240082056082,19.449
"(-15022.3991, 150662.4103)","(-15071.6116, 150730.6728)",14.59556629152074,19.449
