"Node1(x,y)","Node2(x,y)"
"(-12090.70898, 153395.19681)","(-12074.45001, 153379.5218)"
"(-12090.70898, 153395.19681)","(-12161.29224, 153560.96726)"
"(-12090.70898, 153395.19681)","(-11982.65825, 153501.88596)"
"(-11668.61128, 154227.32701)","(-11668.03908, 154075.18431)"
"(-11668.61128, 154227.32701)","(-11852.96108, 154212.13741)"
"(-11668.61128, 154227.32701)","(-11947.22238, 154164.30621)"
"(-11668.61128, 154227.32701)","(-11806.91572, 154325.00831)"
"(-12041.87038, 153837.88171)","(-12279.51718, 153901.73191)"
"(-12041.87038, 153837.88171)","(-11668.03908, 154075.18431)"
"(-12041.87038, 153837.88171)","(-11706.40128, 154010.89941)"
"(-12041.87038, 153837.88171)","(-11835.45238, 153587.40911)"
"(-12041.87038, 153837.88171)","(-11798.12711, 153812.06549)"
"(-12041.87038, 153837.88171)","(-11860.29828, 153991.51239)"
"(-11852.96108, 154212.13741)","(-11947.22238, 154164.30621)"
"(-11852.96108, 154212.13741)","(-11806.91572, 154325.00831)"
"(-11668.03908, 154075.18431)","(-11706.40128, 154010.89941)"
"(-11668.03908, 154075.18431)","(-11835.45238, 153587.40911)"
"(-11668.03908, 154075.18431)","(-11798.12711, 153812.06549)"
"(-11668.03908, 154075.18431)","(-11860.29828, 153991.51239)"
"(-11706.40128, 154010.89941)","(-11798.12711, 153812.06549)"
"(-11706.40128, 154010.89941)","(-11860.29828, 153991.51239)"
"(-12279.51718, 153901.73191)","(-12161.29224, 153560.96726)"
"(-12279.51718, 153901.73191)","(-12358.1467, 153931.6372)"
"(-11947.22238, 154164.30621)","(-12367.91359, 153937.98684)"
"(-11947.22238, 154164.30621)","(-11806.91572, 154325.00831)"
"(-11835.45238, 153587.40911)","(-11857.11854, 153308.47251)"
"(-11835.45238, 153587.40911)","(-11982.65825, 153501.88596)"
"(-11835.45238, 153587.40911)","(-11798.12711, 153812.06549)"
"(-12358.1467, 153931.6372)","(-12367.91359, 153937.98684)"
"(-11857.11854, 153308.47251)","(-12074.45001, 153379.5218)"
