Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-10208.2222, 145932.3706)","(-10235.0624, 145882.3053)",145.688,31.6,1094773.89,390990.67,1642160.83,821080.41,390990.67
"(-10208.2222, 145932.3706)","(-10261.6462, 145932.586)",53.424,31.6,401457.91,143377.83,602186.87,301093.43,143377.83
"(-10208.2222, 145932.3706)","(-10164.4606, 145916.3551)",65.177,31.6,489775.94,174919.98,734663.9,367331.95,174919.98
"(-10270.7812, 145781.7635)","(-10164.4606, 145916.3551)",23.276,31.6,174910.74,62468.12,262366.11,131183.06,62468.12
"(-10270.7812, 145781.7635)","(-10321.2719, 145732.9439)",30.402,31.6,228458.39,81592.28,342687.58,171343.79,81592.28
"(-10139.6671, 145657.8196)","(-10090.7191, 145747.7781)",57.075,31.6,428889.9,153174.96,643334.85,321667.42,153174.96
"(-10139.6671, 145657.8196)","(-10191.2676, 145590.3445)",56.609,31.6,425385.84,151923.51,638078.76,319039.38,151923.51
"(-10358.2312, 145734.2641)","(-10235.0624, 145882.3053)",46.6,31.6,350176.82,125063.15,525265.23,262632.61,125063.15
"(-10358.2312, 145734.2641)","(-10321.2719, 145732.9439)",36.983,31.6,277907.79,99252.78,416861.68,208430.84,99252.78
"(-10358.2312, 145734.2641)","(-10410.6439, 145739.8622)",53.05,31.6,398641.3,142371.89,597961.95,298980.98,142371.89
"(-10256.7369, 145727.6453)","(-10321.2719, 145732.9439)",31.558,31.6,237139.46,84692.66,355709.18,177854.59,84692.66
"(-10256.7369, 145727.6453)","(-10203.3123, 145784.4093)",94.075,31.6,706927.11,252473.97,1060390.66,530195.33,252473.97
"(-10261.6462, 145932.586)","(-10410.6439, 145739.8622)",243.604,31.6,1830560.24,653771.51,2745840.35,1372920.18,653771.51
"(-10191.2676, 145590.3445)","(-10182.7196, 145640.4944)",39.064,31.6,293544.47,104837.31,440316.71,220158.36,104837.31
"(-10043.9132, 145892.242)","(-10071.548, 145879.5684)",102.413,31.6,769583.07,274851.1,1154374.61,577187.3,274851.1
"(-10043.9132, 145892.242)","(-10030.0099, 145873.5741)",84.944,31.6,638312.47,227968.74,957468.7,478734.35,227968.74
"(-10136.9238, 145906.2775)","(-10164.4606, 145916.3551)",10.714,31.6,80513.96,28754.99,120770.95,60385.47,28754.99
"(-10136.9238, 145906.2775)","(-10203.3123, 145784.4093)",157.83,31.6,1186016.39,423577.28,1779024.59,889512.3,423577.28
"(-10030.0099, 145873.5741)","(-10019.6039, 145871.0216)",50.873,31.6,382286.54,136530.91,573429.8,286714.9,136530.91
"(-10019.6039, 145871.0216)","(-10090.7191, 145747.7781)",49.619,31.6,372858.9,133163.89,559288.36,279644.18,133163.89
