x,y,is_exit,is_source,stands
-21769.72658,152854.34451,False,False,"[1155, 837]"
-21261.56328,153070.17551,False,False,"[837, 838]"
-20813.55768,152432.01711,False,False,[1155]
-21217.48168,152921.88231,False,False,"[837, 838]"
-20676.72048,152388.07031,False,False,[1155]
-21818.49938,152954.63461,False,False,[837]
-21399.94288,152718.90181,False,False,"[1155, 838]"
-20883.95078,152374.11901,False,False,[1155]
-20546.79908,152400.91571,False,False,[1155]
-21846.28068,153032.68681,False,False,[837]
-21176.26608,152622.39661,False,False,[1155]
-21507.18318,152565.88291,False,False,[1155]
-21629.32188,153208.63511,False,False,[837]
-21178.36898,152421.72051,False,False,[1155]
-21866.12438,152918.91581,False,False,[837]
-21619.35338,152602.98741,False,False,[1155]
-21223.62668,152520.53181,False,False,[1155]
-21825.11388,153043.27011,False,False,[837]
-20583.50918,152483.04841,False,False,[1155]
-21374.51178,152940.66131,False,False,"[837, 838]"
-21065.13288,152618.63231,True,False,[1155]
-21521.29318,152753.86251,False,False,"[1155, 838]"
-21160.47928,152699.64191,False,False,[1155]
-20706.37798,152286.83791,False,False,[1155]
-21402.97628,152536.72851,False,False,[1155]
-21728.17908,152890.11081,False,False,"[1155, 837]"
-21335.74908,153087.38311,False,False,"[837, 838]"
-21316.32078,152772.73941,False,False,"[1155, 838]"
-21774.84298,153088.24951,False,False,[837]
-20768.84978,152430.49891,False,False,[1155]
-21583.48958,152781.37631,False,False,"[1155, 838]"
-21220.23378,152445.20641,False,False,[1155]
-21524.82578,152892.53481,False,False,"[837, 838]"
-20894.65738,152294.33101,False,False,[1155]
-20971.51108,152287.29341,False,False,[1155]
-21355.47758,153163.65581,False,False,[837]
-21459.77198,152738.24141,False,False,"[1155, 838]"
-21552.32978,152569.44031,False,False,[1155]
-21561.99658,152565.08861,False,False,[1155]
-21255.56868,153144.73901,False,False,[838]
-21006.70268,152578.07331,False,False,[1155]
-21475.86328,153211.28091,False,False,[837]
-21271.22288,152806.70121,False,False,"[1155, 838]"
-21432.56928,152900.34981,False,False,"[837, 838]"
-20578.99768,152362.75351,False,False,[1155]
-21538.04048,153221.86431,False,False,[837]
-21127.74928,152378.56011,False,False,[1155]
-21101.16158,152823.62921,False,False,[838]
-21658.18938,152638.96521,False,False,[1155]
-21158.80358,152609.69661,True,False,[1155]
-20858.70168,152456.76001,False,False,[1155]
-21805.27018,152977.12421,False,False,[837]
-21151.94478,152274.24831,False,False,[1155]
-21597.15628,152549.26051,False,False,[1155]
-21141.34108,152560.48401,False,False,[1155]
-21076.55438,152674.86441,False,False,[1155]
-21359.53028,152755.36721,False,False,"[1155, 838]"
-21332.22898,152539.08571,False,False,[1155]
-20838.09358,152283.68841,False,False,[1155]
-21908.45788,152893.78031,False,False,[837]
-21740.76478,152754.39661,False,False,[1155]
-21136.78658,152334.28381,False,False,[1155]
-21347.79268,152886.05261,False,False,"[837, 838]"
-21281.04138,152570.00901,False,False,[1155]
-21262.31818,152920.27151,False,False,"[837, 838]"
-20497.87888,152432.63621,False,False,[1155]
-20954.64118,152552.06101,False,False,[1155]
-21209.94038,153134.42521,False,False,[838]
-21173.70848,152749.91281,False,False,[1155]
-21663.93078,152716.62321,False,False,[1155]
-21772.95708,152795.84091,False,False,[1155]
-21268.32068,152479.41461,False,False,[1155]
-21042.91588,152406.49621,False,False,[1155]
-21579.05098,153220.54141,False,False,[837]
-20536.48858,152464.58691,False,False,[1155]
-21287.68328,153143.27701,False,False,"[837, 838]"
-20621.73578,152310.44621,False,False,[1155]
-21061.96588,152330.29601,False,False,[1155]
-21090.54098,152552.54651,False,False,[1155]
-21349.32178,152547.64911,False,False,[1155]
-21085.28458,152726.43641,False,False,[1155]
-21618.57198,152832.91031,False,False,"[1155, 837]"
-21449.33148,152536.14291,True,False,[1155]
-21092.12848,152409.67121,False,False,[1155]
-21087.89608,152226.05061,False,False,[1155]
-21209.60368,152506.50891,False,False,[1155]
-21229.58478,152966.52271,False,False,"[837, 838]"
-21139.83878,153136.33321,False,False,[838]
-21815.63848,152827.63641,False,False,"[1155, 837]"
-21099.73308,152814.88431,False,False,[838]
-21143.91978,152808.75511,False,False,"[1155, 838]"
-21150.86608,152427.13381,False,False,[1155]
-21090.70708,153117.92501,False,False,[838]
-21085.77848,152482.69641,False,False,[1155]
-21561.11748,152835.45561,False,False,"[1155, 837, 838]"
-21074.91918,153065.14981,False,False,[838]
-20638.64728,152480.90471,False,False,[1155]
-21165.94888,152805.69951,False,False,"[1155, 838]"
-21663.15978,152839.04661,False,False,"[1155, 837]"
-21704.40958,152815.47471,False,False,"[1155, 837]"
-21261.43478,152470.03861,False,False,[1155]
-21033.33418,152290.08861,False,False,[1155]
-21065.14098,152520.79641,False,False,[1155]
-21124.76048,152711.54811,False,False,[1155]
-20774.59378,152284.66251,False,False,[1155]
-20900.84948,152494.79841,False,False,[1155]
-20937.29768,152370.69951,False,False,[1155]
-21306.32058,152898.65811,False,False,"[837, 838]"
-20716.34408,152443.08461,True,False,[1155]
-21136.86898,152220.34731,False,False,[1155]
-21130.22858,152535.08401,False,False,[1155]
-21078.28188,152683.56791,False,False,[1155]
-21478.41618,152891.25491,False,False,"[837, 838]"
-21573.50918,152743.84341,False,False,"[1155, 838]"
-21224.38448,152817.66981,False,False,"[1155, 838]"
-21076.72008,152675.87851,False,False,[1155]
-21224.05408,153018.81081,False,False,"[837, 838]"
-21052.44088,152433.48381,False,False,[1155]
-21735.15548,153125.29121,False,False,[837]
-21675.75788,153180.45871,False,False,[837]
-21409.71728,153191.43721,False,False,[837]
-21843.63478,152856.73851,False,False,[837]
-20860.12618,152334.07031,False,False,[1155]
-21802.62438,153015.48891,False,False,[837]
-21333.71008,153141.18181,False,False,"[837, 838]"
-20681.50918,152330.75791,False,False,[1155]
-21610.61996,153213.06452,True,False,[837]
-21724.43689,153135.24646,True,False,[837]
-21889.45545,152882.92177,True,False,[837]
-21898.31742,152899.8012,True,False,[837]
-21387.10682,152539.95851,True,False,[1155]
