"Node1(x,y)","Node2(x,y)"
"(-18396.02178, 150881.51911)","(-18408.96258, 150876.72471)"
"(-18396.02178, 150881.51911)","(-18824.69198, 150844.66351)"
"(-18318.00188, 151137.09191)","(-18736.86298, 151025.51891)"
"(-18318.00188, 151137.09191)","(-18170.89658, 151068.32181)"
"(-18421.67828, 150899.89761)","(-18408.96258, 150876.72471)"
"(-18421.67828, 150899.89761)","(-18170.89658, 151068.32181)"
"(-18421.67828, 150899.89761)","(-18736.86298, 151025.51891)"
"(-18744.19068, 150939.43291)","(-18824.69198, 150844.66351)"
"(-18744.19068, 150939.43291)","(-18736.86298, 151025.51891)"
"(-18744.19068, 150939.43291)","(-18690.70598, 150788.11461)"
"(-18408.96258, 150876.72471)","(-18690.70598, 150788.11461)"
"(-18824.69198, 150844.66351)","(-18690.70598, 150788.11461)"
