"Node1(x,y)","Node2(x,y)"
"(-15014.72408, 153167.90491)","(-15095.01908, 153300.52321)"
"(-15014.72408, 153167.90491)","(-15001.70948, 152924.85131)"
"(-15014.72408, 153167.90491)","(-15055.73748, 152930.22141)"
"(-15976.92878, 153413.79221)","(-15921.06328, 153443.92081)"
"(-15976.92878, 153413.79221)","(-15775.89268, 153355.43131)"
"(-15976.92878, 153413.79221)","(-16304.48518, 153386.81631)"
"(-15095.01908, 153300.52321)","(-14962.21548, 153358.86791)"
"(-15095.01908, 153300.52321)","(-15419.81558, 153317.89911)"
"(-15486.86868, 153528.25641)","(-15410.95268, 153649.94951)"
"(-15486.86868, 153528.25641)","(-15342.05808, 153421.05961)"
"(-15486.86868, 153528.25641)","(-15921.06328, 153443.92081)"
"(-16017.60378, 154010.95271)","(-16072.53438, 153723.28781)"
"(-16017.60378, 154010.95271)","(-15765.33368, 153918.74811)"
"(-16017.60378, 154010.95271)","(-15565.90848, 154228.96621)"
"(-14835.89608, 153934.05631)","(-14784.89698, 153967.79781)"
"(-14835.89608, 153934.05631)","(-15012.10888, 153938.81881)"
"(-14835.89608, 153934.05631)","(-14888.28368, 153768.95591)"
"(-15226.28388, 154266.27041)","(-14841.81778, 153992.33571)"
"(-15226.28388, 154266.27041)","(-15565.90848, 154228.96621)"
"(-15226.28388, 154266.27041)","(-15562.48438, 154228.00791)"
"(-14841.81778, 153992.33571)","(-14795.59858, 153972.41115)"
"(-14841.81778, 153992.33571)","(-14857.24072, 153996.39466)"
"(-15018.94258, 153419.55411)","(-14962.21548, 153358.86791)"
"(-15018.94258, 153419.55411)","(-15342.05808, 153421.05961)"
"(-15018.94258, 153419.55411)","(-14608.41378, 153747.06271)"
"(-15018.94258, 153419.55411)","(-15028.68288, 153750.90691)"
"(-15765.33368, 153918.74811)","(-15676.98158, 153789.43381)"
"(-15765.33368, 153918.74811)","(-15565.90848, 154228.96621)"
"(-15765.33368, 153918.74811)","(-16072.53438, 153723.28781)"
"(-15683.05668, 153707.71551)","(-15676.98158, 153789.43381)"
"(-15683.05668, 153707.71551)","(-15925.36078, 153564.02211)"
"(-15683.05668, 153707.71551)","(-15410.95268, 153649.94951)"
"(-15925.36078, 153564.02211)","(-15921.06328, 153443.92081)"
"(-15925.36078, 153564.02211)","(-15974.59098, 153610.87871)"
"(-15775.89268, 153355.43131)","(-15704.64978, 153261.19951)"
"(-15775.89268, 153355.43131)","(-15596.45308, 153287.71271)"
"(-15596.45308, 153287.71271)","(-15659.80868, 153216.96681)"
"(-15596.45308, 153287.71271)","(-15419.81558, 153317.89911)"
"(-15549.70788, 153136.50711)","(-15612.92631, 153045.89532)"
"(-15549.70788, 153136.50711)","(-15659.80868, 153216.96681)"
"(-15549.70788, 153136.50711)","(-15395.02858, 153052.33881)"
"(-15410.95268, 153649.94951)","(-15382.67598, 153708.69991)"
"(-16072.53438, 153723.28781)","(-15974.59098, 153610.87871)"
"(-15419.81558, 153317.89911)","(-15342.05808, 153421.05961)"
"(-14801.88788, 153358.94921)","(-14962.21548, 153358.86791)"
"(-14801.88788, 153358.94921)","(-14484.50214, 153104.42915)"
"(-14801.88788, 153358.94921)","(-14408.19767, 153728.7204)"
"(-14773.95228, 153891.77021)","(-14608.41378, 153747.06271)"
"(-14773.95228, 153891.77021)","(-14888.28368, 153768.95591)"
"(-15012.10888, 153938.81881)","(-15028.68288, 153750.90691)"
"(-15012.10888, 153938.81881)","(-15382.67598, 153708.69991)"
"(-15458.03388, 153748.27851)","(-15382.67598, 153708.69991)"
"(-15458.03388, 153748.27851)","(-15124.80997, 154024.99935)"
"(-15458.03388, 153748.27851)","(-15565.90848, 154228.96621)"
"(-15704.64978, 153261.19951)","(-15659.80868, 153216.96681)"
"(-15704.64978, 153261.19951)","(-16304.48518, 153386.81631)"
"(-15565.90848, 154228.96621)","(-15562.48438, 154228.00791)"
"(-15055.73748, 152930.22141)","(-15395.02858, 153052.33881)"
"(-15974.59098, 153610.87871)","(-15676.98158, 153789.43381)"
"(-16714.77088, 153771.90811)","(-16304.48518, 153386.81631)"
"(-16714.77088, 153771.90811)","(-15612.92631, 153045.89532)"
"(-15001.70948, 152924.85131)","(-14484.50214, 153104.42915)"
"(-14608.41378, 153747.06271)","(-14451.31085, 153729.91777)"
"(-14784.89698, 153967.79781)","(-14795.59858, 153972.41115)"
"(-15124.80997, 154024.99935)","(-14857.24072, 153996.39466)"
"(-14451.31085, 153729.91777)","(-14408.19767, 153728.7204)"
