x,y
-11081.5117,154004.8617
-11134.3119,154471.2245
-11074.8632,154175.8716
-11036.2204,154408.808
-11212.6901,154199.3969
-11540.0171,154644.6373
-11065.5844,154341.093
-11394.0019,154478.2606
-11099.3058,154412.9796
-11223.2121,154500.8579
-11101.2748,154060.374
-11225.0684,154328.7228
-11062.3451,154441.5911
-11240.7012,154368.7365
-10986.1455,154426.8182
-10945.5402,154053.1263
-11090.6656,154122.1888
-11024.1181,154003.5988
-11359.8993,154446.8494
-11339.629,154522.0246
-11147.8106,154426.4537
-10948.4029,154283.8704
-10986.1454,154427.0299
-11129.8398,154288.4188
-10945.7405,154148.1188
-11276.7778,154399.6184
-11146.825,154220.4233
-11050.5495,154252.3026
-10963.184,154383.8795
-11045.3926,154301.2653
-11116.8599,154354.5104
-11433.9412,154529.1795
