variable,value
C_timber_node1node48_t1,1.0
C_timber_node1node48_t2,1.0
C_timber_node1node48_t3,1.0
C_timber_node1node48_t4,1.0
C_timber_node1node48_t5,1.0
C_wide_node1node48_t1,1.0
C_wide_node1node48_t2,1.0
C_wide_node1node48_t3,1.0
C_wide_node1node48_t4,1.0
C_wide_node1node48_t5,1.0
C_timber_node1node49_t1,1.0
C_timber_node1node49_t2,1.0
C_timber_node1node49_t3,1.0
C_timber_node1node49_t4,1.0
C_timber_node1node49_t5,1.0
C_wide_node1node49_t1,1.0
C_wide_node1node49_t2,1.0
C_wide_node1node49_t3,1.0
C_wide_node1node49_t4,1.0
C_wide_node1node49_t5,1.0
C_timber_node1node63_t1,1.0
C_timber_node1node63_t2,1.0
C_timber_node1node63_t3,1.0
C_timber_node1node63_t4,1.0
C_timber_node1node63_t5,1.0
C_wide_node1node63_t1,1.0
C_wide_node1node63_t2,1.0
C_wide_node1node63_t3,1.0
C_wide_node1node63_t4,1.0
C_wide_node1node63_t5,1.0
C_timber_node2node48_t1,1.0
C_timber_node2node48_t2,1.0
C_timber_node2node48_t3,1.0
C_timber_node2node48_t4,1.0
C_timber_node2node48_t5,1.0
C_wide_node2node48_t1,1.0
C_wide_node2node48_t2,1.0
C_wide_node2node48_t3,1.0
C_wide_node2node48_t4,1.0
C_wide_node2node48_t5,1.0
C_timber_node2node21_t1,1.0
C_timber_node2node21_t2,1.0
C_timber_node2node21_t3,1.0
C_timber_node2node21_t4,1.0
C_timber_node2node21_t5,1.0
C_wide_node2node21_t1,1.0
C_wide_node2node21_t2,1.0
C_wide_node2node21_t3,1.0
C_wide_node2node21_t4,1.0
C_wide_node2node21_t5,1.0
C_timber_node2node63_t1,1.0
C_timber_node2node63_t2,1.0
C_timber_node2node63_t3,1.0
C_timber_node2node63_t4,1.0
C_timber_node2node63_t5,1.0
C_wide_node2node63_t1,1.0
C_wide_node2node63_t2,1.0
C_wide_node2node63_t3,1.0
C_wide_node2node63_t4,1.0
C_wide_node2node63_t5,1.0
C_timber_node3node11_t1,1.0
C_timber_node3node11_t2,1.0
C_timber_node3node11_t3,1.0
C_timber_node3node11_t4,1.0
C_timber_node3node11_t5,1.0
C_wide_node3node11_t1,1.0
C_wide_node3node11_t2,1.0
C_wide_node3node11_t3,1.0
C_wide_node3node11_t4,1.0
C_wide_node3node11_t5,1.0
C_timber_node3node38_t1,1.0
C_timber_node3node38_t2,1.0
C_timber_node3node38_t3,1.0
C_timber_node3node38_t4,1.0
C_timber_node3node38_t5,1.0
C_wide_node3node38_t1,1.0
C_wide_node3node38_t2,1.0
C_wide_node3node38_t3,1.0
C_wide_node3node38_t4,1.0
C_wide_node3node38_t5,1.0
C_timber_node3node59_t1,1.0
C_timber_node3node59_t2,1.0
C_timber_node3node59_t3,1.0
C_timber_node3node59_t4,1.0
C_timber_node3node59_t5,1.0
C_wide_node3node59_t1,1.0
C_wide_node3node59_t2,1.0
C_wide_node3node59_t3,1.0
C_wide_node3node59_t4,1.0
