"Node1(x,y)","Node2(x,y)"
"(-10051.89198, 152962.43741)","(-10152.47828, 152988.86761)"
"(-10051.89198, 152962.43741)","(-9739.38618, 152991.74671)"
"(-10051.89198, 152962.43741)","(-10041.61488, 152719.94621)"
"(-9760.41738, 152862.89111)","(-9778.57748, 152871.86961)"
"(-9760.41738, 152862.89111)","(-9721.56968, 152796.01091)"
"(-9760.41738, 152862.89111)","(-9766.43678, 152743.67411)"
"(-9463.22818, 153078.47631)","(-9200.95308, 153220.64971)"
"(-9463.22818, 153078.47631)","(-9193.05021, 153400.23427)"
"(-9463.22818, 153078.47631)","(-9739.38618, 152991.74671)"
"(-10041.61488, 152719.94621)","(-10185.03148, 152593.81741)"
"(-10041.61488, 152719.94621)","(-9778.57748, 152871.86961)"
"(-8906.01368, 153249.79021)","(-8878.71948, 153202.01151)"
"(-8906.01368, 153249.79021)","(-9193.05021, 153400.23427)"
"(-9826.24758, 152514.85941)","(-9766.43678, 152743.67411)"
"(-9826.24758, 152514.85941)","(-10185.03148, 152593.81741)"
"(-9459.08678, 152688.93341)","(-9458.62218, 152740.83381)"
"(-9459.08678, 152688.93341)","(-9353.52908, 152428.73951)"
"(-10185.03148, 152593.81741)","(-10212.15188, 152638.08231)"
"(-9766.43678, 152743.67411)","(-9721.56968, 152796.01091)"
"(-9766.43678, 152743.67411)","(-9753.78038, 152506.98521)"
"(-9458.62218, 152740.83381)","(-9487.09748, 152779.39211)"
"(-9458.62218, 152740.83381)","(-9009.84603, 152922.36078)"
"(-9145.30088, 153164.47331)","(-8896.59689, 153205.36205)"
"(-9145.30088, 153164.47331)","(-9200.95308, 153220.64971)"
"(-9487.09748, 152779.39211)","(-9721.56968, 152796.01091)"
"(-9487.09748, 152779.39211)","(-9200.95308, 153220.64971)"
"(-9739.38618, 152991.74671)","(-9778.57748, 152871.86961)"
"(-9353.52908, 152428.73951)","(-9563.08336, 152630.40536)"
"(-9353.52908, 152428.73951)","(-9753.78038, 152506.98521)"
"(-8878.71948, 153202.01151)","(-8854.60878, 153160.15991)"
"(-8878.71948, 153202.01151)","(-8896.59689, 153205.36205)"
"(-8854.60878, 153160.15991)","(-9009.84603, 152922.36078)"
"(-10212.15188, 152638.08231)","(-10152.47828, 152988.86761)"
"(-10212.15188, 152638.08231)","(-10108.02938, 152762.11291)"
"(-10108.02938, 152762.11291)","(-10152.47828, 152988.86761)"
"(-9721.56968, 152796.01091)","(-9563.08336, 152630.40536)"
