x,y,is_exit,is_source,stands
-14478.84338,155379.33261,False,False,[549]
-14698.16328,155217.98711,False,False,[549]
-14535.53168,155344.35661,False,False,[549]
-14707.43538,155193.12661,False,False,[549]
-14670.97448,155247.57431,False,False,[549]
-14677.42758,155222.78351,False,False,[549]
-14568.10038,155312.48501,False,False,[549]
-14541.20558,155302.60881,False,False,[549]
-14596.01068,155287.80711,False,False,[549]
-14517.71048,155338.01011,False,False,[549]
-14584.67858,155297.61821,False,False,[549]
-14553.60228,155294.22111,False,False,[549]
-14601.56648,155268.12921,False,False,[549]
-14499.13998,155382.81071,False,False,[549]
-14640.12128,155245.00851,False,False,[549]
-14611.14008,155277.32081,False,False,[549]
-14707.25848,155192.94831,False,False,[549]
-14545.49078,155334.18401,False,False,[549]
-14499.34878,155355.46101,False,False,[549]
-14563.70838,155316.48621,False,False,[549]
-14564.85938,155291.65501,False,False,[549]
-14443.77718,155413.37681,False,False,[549]
-14557.15948,155322.84821,False,False,[549]
-14454.58628,155426.30521,False,False,[549]
-14657.85348,155257.43631,False,False,[549]
-14453.34468,155427.02631,False,False,[549]
-14448.00698,155432.71981,False,False,[549]
-14652.58698,155246.39361,False,False,[549]
-14574.54308,155278.95501,False,False,[549]
-14667.90258,155233.10231,False,False,[549]
-14689.33388,155213.25851,False,False,[549]
-14485.93738,155371.06651,False,False,[549]
-14647.96288,155264.87031,False,False,[549]
-14535.20108,155318.10511,False,False,[549]
-14439.64968,155424.80681,False,False,[549]
-14705.97568,155206.92941,False,False,[549]
-14684.37628,155237.50131,False,False,[549]
-14434.33548,155447.52931,False,False,[549]
-14654.40878,155246.59601,False,False,[549]
-14453.16858,155427.12851,False,False,[549]
-14667.27908,155233.72581,False,False,[549]
-14601.98578,155282.63401,False,False,[549]
-14434.01268,155447.64701,False,False,[549]
-14566.43008,155314.00681,False,False,[549]
-14616.50828,155258.91081,False,False,[549]
-14712.23038,155197.91291,False,False,[549]
-14541.13118,155338.59241,False,False,[549]
-14562.87758,155317.28421,False,False,[549]
-14425.99708,155442.74561,False,False,[549]
-14479.32188,155378.82281,False,False,[549]
-14624.09748,155269.80041,False,False,[549]
-14471.02008,155416.76231,False,False,[549]
-14459.63138,155397.13691,False,False,[549]
-14474.16528,155414.93591,False,False,[549]
-14474.05498,155415.00001,False,False,[549]
-14466.88058,155392.07961,False,False,[549]
-14452.66718,155401.62931,False,False,[549]
-14712.40098,155197.83491,False,False,[549]
